gift_id,occasion,gift_name,category,price_usd,giver_age,receiver_age,relationship,purchase_channel,country,date,message
GFT100222,Birthday,Backpack,Bags,191.15,66,72,Relative,Handmade,USA,2025-09-23,Happy Birthday! Hope you like it.
GFT100223,Housewarming,Indoor Plant,Home Decor,205.71,46,36,Self,In-store,UAE,2025-06-24,With love on your Housewarming.
GFT100224,Valentine's Day,Love Letter,Home Decor,87.73,24,7,Partner,Online,Germany,2021-10-05,Happy Valentine's Day! Hope you like it.
GFT100225,Eid,Gift Hamper,Food & Beverage,137.81,34,44,Acquaintance,In-store,India,2025-06-20,With love on your Eid.
GFT100226,Christmas,Toy,Toys,42.72,44,70,Relative,Online,India,2021-01-21,With love on your Christmas.
GFT100227,Christmas,Gift Basket,Food & Beverage,19.19,48,36,Partner,In-store,USA,2019-10-30,Happy Christmas! Hope you like it.
GFT100228,Birthday,Headphones,Electronics,1142.14,48,66,Partner,Online,India,2019-05-01,Wishing you a wonderful Birthday.
GFT100229,Birthday,Teddy Bear,Toys,14.63,65,42,Self,Online,UAE,2020-01-27,With love on your Birthday.
GFT100230,Birthday,Teddy Bear,Toys,55.49,47,71,Relative,Online,UK,2020-01-29,Congrats on your Birthday!
GFT100231,Baby Shower,Baby Clothes,Baby,103.78,68,66,Family,Online,India,2022-10-19,Wishing you a wonderful Baby Shower.
GFT100232,Father's Day,Tie,Clothing,60.74,29,52,Colleague,In-store,India,2024-07-11,A small gift for your Father's Day.
GFT100233,Anniversary,Perfume,Personal Care,56.44,58,48,Family,Online,UK,2018-11-10,A small gift for your Anniversary.
GFT100234,Housewarming,Wall Art,Home Decor,347.34,25,26,Colleague,Online,Canada,2023-06-20,Happy Housewarming! Hope you like it.
GFT100235,Wedding,Cash Gift,Cash,193.35,55,46,Colleague,Online,India,2022-01-03,Congrats on your Wedding!
GFT100236,Valentine's Day,Love Letter,Flowers,87.49,51,27,Acquaintance,Online,UK,2020-04-23,With love on your Valentine's Day.
GFT100237,Christmas,Hot Cocoa Set,Food & Beverage,147.66,51,72,Self,Online,India,2018-11-11,With love on your Christmas.
GFT100238,Christmas,Gift Basket,Food & Beverage,84.85,42,71,Self,In-store,India,2020-04-01,With love on your Christmas.
GFT100239,Christmas,Christmas Ornament,Home Decor,302.5,42,39,Relative,Handmade,India,2021-01-22,Wishing you a wonderful Christmas.
GFT100240,Birthday,Gift Card,Gift Cards,199.36,47,76,Friend,Online,Australia,2023-11-22,With love on your Birthday.
GFT100241,Christmas,Sweater,Clothing,218.14,45,58,Family,Handmade,Germany,2019-08-17,With love on your Christmas.
GFT100242,Christmas,Gift Basket,Food & Beverage,88.13,40,69,Partner,Online,UAE,2020-08-22,With love on your Christmas.
GFT100243,Birthday,Teddy Bear,Toys,59.86,67,72,Relative,Online,UK,2018-08-02,Wishing you a wonderful Birthday.
GFT100244,Graduation,Certificate Frame,Electronics,763.94,33,15,Friend,Online,India,2022-03-26,A small gift for your Graduation.
GFT100245,Birthday,Watch,Accessories,178.01,22,6,Relative,Online,UAE,2020-12-26,With love on your Birthday.
GFT100246,Housewarming,Wall Art,Home Decor,377.15,40,53,Family,In-store,Canada,2024-09-12,With love on your Housewarming.
GFT100247,Birthday,Headphones,Electronics,754.52,46,75,Partner,In-store,India,2021-07-23,A small gift for your Birthday.
GFT100248,Christmas,Gift Basket,Food & Beverage,155.06,55,76,Colleague,Online,India,2020-07-30,Wishing you a wonderful Christmas.
GFT100249,Birthday,Gift Card,Gift Cards,26.85,52,35,Self,Handmade,India,2024-05-26,Wishing you a wonderful Birthday.
GFT100250,Christmas,Sweater,Clothing,237.29,56,65,Colleague,Online,Canada,2024-05-20,Wishing you a wonderful Christmas.
GFT100251,Birthday,Watch,Accessories,157.78,42,59,Acquaintance,Handmade,UAE,2024-10-07,Wishing you a wonderful Birthday.
GFT100252,Valentine's Day,Roses,Flowers,227.85,56,59,Friend,Online,USA,2023-05-11,With love on your Valentine's Day.
GFT100253,Birthday,Teddy Bear,Toys,30.97,26,49,Colleague,Online,USA,2025-11-25,With love on your Birthday.
GFT100254,Anniversary,Couple Watch Set,Accessories,204.09,62,70,Relative,Online,UK,2024-12-01,With love on your Anniversary.
GFT100255,Baby Shower,Baby Blanket,Baby,92.55,24,41,Relative,Online,USA,2018-03-22,Congrats on your Baby Shower!
GFT100256,Wedding,Kitchen Set,Home Appliances,708.15,60,33,Self,Online,USA,2024-03-16,Happy Wedding! Hope you like it.
GFT100257,Anniversary,Couple Watch Set,Accessories,246.65,39,35,Acquaintance,Handmade,UK,2022-01-15,Congrats on your Anniversary!
GFT100258,Mother's Day,Spa Voucher,Experience,278.56,66,40,Partner,Online,UK,2019-05-10,A small gift for your Mother's Day.
GFT100259,Birthday,Gift Card,Gift Cards,158.93,50,22,Self,Online,UK,2020-04-21,With love on your Birthday.
GFT100260,Birthday,Gift Card,Gift Cards,144.72,57,42,Family,In-store,USA,2020-07-23,Wishing you a wonderful Birthday.
GFT100261,Mother's Day,Handbag,Bags,119.04,55,70,Acquaintance,In-store,USA,2021-04-26,Congrats on your Mother's Day!
GFT100262,Valentine's Day,Love Letter,Experience,217.32,34,9,Friend,Online,India,2019-06-01,A small gift for your Valentine's Day.
GFT100263,Diwali,Gift Hamper,Food & Beverage,168.09,22,20,Partner,Online,India,2021-10-20,Wishing you a wonderful Diwali.
GFT100264,Mother's Day,Chocolates,Food,77.41,41,16,Friend,Online,Germany,2023-05-05,Wishing you a wonderful Mother's Day.
GFT100265,Christmas,Gift Basket,Food & Beverage,27.04,28,27,Colleague,Online,India,2024-04-08,With love on your Christmas.
GFT100266,Eid,Sweets Box,Food,19.71,50,42,Friend,In-store,USA,2024-06-05,With love on your Eid.
GFT100267,Wedding,Cutlery Set,Home Appliances,157.25,32,43,Friend,In-store,Canada,2024-05-31,With love on your Wedding.
GFT100268,Wedding,Toaster,Home Appliances,1040.14,53,43,Colleague,Online,USA,2018-04-06,With love on your Wedding.
GFT100269,Christmas,Toy,Toys,19.96,35,21,Colleague,Handmade,Germany,2018-08-01,Wishing you a wonderful Christmas.
GFT100270,Anniversary,Photo Frame,Home Decor,30.5,43,18,Acquaintance,In-store,India,2019-08-07,With love on your Anniversary.
GFT100271,Wedding,Kitchen Set,Home Appliances,779.55,33,5,Family,In-store,USA,2021-05-16,Happy Wedding! Hope you like it.
GFT100272,Valentine's Day,Roses,Flowers,10.96,56,85,Friend,In-store,India,2018-02-09,Wishing you a wonderful Valentine's Day.
GFT100273,Christmas,Hot Cocoa Set,Food & Beverage,179.06,27,25,Friend,Online,India,2021-02-25,With love on your Christmas.
GFT100274,Birthday,Gift Card,Gift Cards,79.31,19,26,Family,In-store,India,2024-05-23,Wishing you a wonderful Birthday.
GFT100275,Father's Day,Watch,Accessories,207.63,17,43,Relative,Online,India,2022-09-17,A small gift for your Father's Day.
GFT100276,Christmas,Sweater,Clothing,158.49,21,21,Family,Handmade,Australia,2021-09-28,A small gift for your Christmas.
GFT100277,Mother's Day,Flowers,Flowers,13.37,69,63,Colleague,Online,Canada,2020-08-12,A small gift for your Mother's Day.
GFT100278,Mother's Day,Chocolates,Food,54.62,45,61,Self,Online,India,2018-06-30,Happy Mother's Day! Hope you like it.
GFT100279,Birthday,Sunglasses,Accessories,184.71,27,47,Friend,Online,UK,2025-10-16,Congrats on your Birthday!
GFT100280,Graduation,Pen Set,Stationery,24.79,26,48,Friend,Online,India,2018-05-03,A small gift for your Graduation.
GFT100281,Birthday,Gift Card,Gift Cards,22.36,22,13,Family,Online,India,2022-03-06,Wishing you a wonderful Birthday.
GFT100282,Eid,Gift Hamper,Food & Beverage,103.23,69,71,Self,In-store,India,2018-11-30,Congrats on your Eid!
GFT100283,Mother's Day,Chocolates,Food,70.38,30,25,Family,Online,Germany,2024-05-29,Wishing you a wonderful Mother's Day.
GFT100284,Eid,Perfume,Personal Care,17.71,68,70,Self,Online,India,2021-02-06,Wishing you a wonderful Eid.
GFT100285,Birthday,Perfume,Personal Care,31.48,40,62,Self,In-store,India,2025-05-03,A small gift for your Birthday.
GFT100286,Diwali,Lamps (Diyas),Home Decor,367.63,34,64,Relative,Online,Australia,2021-12-23,With love on your Diwali.
GFT100287,Birthday,Sunglasses,Accessories,169.7,45,21,Partner,Online,USA,2021-06-01,Happy Birthday! Hope you like it.
GFT100288,Birthday,Headphones,Electronics,352.58,19,13,Acquaintance,Online,Germany,2021-06-22,Congrats on your Birthday!
GFT100289,Mother's Day,Handbag,Bags,308.15,44,36,Relative,In-store,Australia,2022-05-21,A small gift for your Mother's Day.
GFT100290,Mother's Day,Spa Voucher,Experience,148.2,63,68,Friend,Handmade,India,2019-03-07,A small gift for your Mother's Day.
GFT100291,Housewarming,Doormat,Home Decor,145.48,30,45,Colleague,Online,Australia,2019-10-23,Wishing you a wonderful Housewarming.
GFT100292,Father's Day,Gadget,Electronics,253.9,59,48,Colleague,Online,India,2022-03-26,Wishing you a wonderful Father's Day.
GFT100293,Eid,Perfume,Personal Care,10.59,40,70,Colleague,Online,India,2021-12-31,With love on your Eid.
GFT100294,Birthday,Sunglasses,Accessories,89.7,55,69,Colleague,In-store,UAE,2025-10-12,Wishing you a wonderful Birthday.
GFT100295,Valentine's Day,Love Letter,Clothing,240.75,18,1,Partner,Online,India,2022-03-20,Wishing you a wonderful Valentine's Day.
GFT100296,Graduation,Backpack,Bags,82.68,58,72,Relative,Online,Germany,2023-11-06,With love on your Graduation.
GFT100297,Birthday,Watch,Accessories,180.23,43,53,Family,Online,Australia,2018-11-24,With love on your Birthday.
GFT100298,Valentine's Day,Chocolates,Food,78.77,19,10,Family,In-store,India,2020-02-16,Happy Valentine's Day! Hope you like it.
GFT100299,Birthday,Headphones,Electronics,688.57,47,62,Colleague,In-store,India,2018-08-25,Congrats on your Birthday!
GFT100300,Eid,Traditional Clothes,Clothing,244.78,20,23,Family,In-store,India,2022-10-15,With love on your Eid.
GFT100301,Baby Shower,Feeding Bottle,Baby,47.02,59,55,Self,Online,India,2022-11-01,Wishing you a wonderful Baby Shower.
GFT100302,Birthday,Teddy Bear,Toys,28.48,19,10,Friend,Online,USA,2025-07-18,Happy Birthday! Hope you like it.
GFT100303,Birthday,Gift Card,Gift Cards,54.56,40,34,Self,Online,India,2021-09-14,Happy Birthday! Hope you like it.
GFT100304,Birthday,Sunglasses,Accessories,252.88,66,83,Partner,In-store,India,2023-06-08,Congrats on your Birthday!
GFT100305,Housewarming,Indoor Plant,Home Decor,113.6,70,69,Family,In-store,UAE,2023-05-29,A small gift for your Housewarming.
GFT100306,Anniversary,Jewelry,Accessories,207.23,70,54,Self,In-store,UK,2025-03-22,With love on your Anniversary.
GFT100307,Valentine's Day,Love Letter,Accessories,120.07,18,25,Self,Online,India,2022-10-02,With love on your Valentine's Day.
GFT100308,Housewarming,Cookware,Home Appliances,257.67,32,56,Relative,Online,UK,2020-06-02,Congrats on your Housewarming!
GFT100309,Anniversary,Wine,Food & Beverage,266.12,37,55,Colleague,Online,USA,2021-03-05,With love on your Anniversary.
GFT100310,Baby Shower,Diaper Pack,Baby,39.68,51,27,Relative,In-store,Germany,2022-03-23,Congrats on your Baby Shower!
GFT100311,Baby Shower,Diaper Pack,Baby,91.32,57,32,Acquaintance,Online,Australia,2022-04-15,With love on your Baby Shower.
GFT100312,Graduation,Watch,Accessories,16.73,70,90,Self,Online,Australia,2018-03-22,Congrats on your Graduation!
GFT100313,Wedding,Home Decor,Home Decor,211.0,50,36,Acquaintance,In-store,India,2019-05-26,A small gift for your Wedding.
GFT100314,Anniversary,Photo Frame,Home Decor,197.39,27,6,Partner,In-store,India,2019-07-04,A small gift for your Anniversary.
GFT100315,Wedding,Home Decor,Home Decor,174.55,56,78,Self,In-store,USA,2019-09-21,With love on your Wedding.
GFT100316,Diwali,Clothes,Toys,11.43,26,29,Relative,In-store,USA,2023-06-29,Happy Diwali! Hope you like it.
GFT100317,Christmas,Hot Cocoa Set,Food & Beverage,6.17,39,45,Relative,Online,UAE,2025-03-03,With love on your Christmas.
GFT100318,Baby Shower,Diaper Pack,Baby,183.79,20,1,Self,Online,Canada,2024-03-19,Congrats on your Baby Shower!
GFT100319,Mother's Day,Flowers,Flowers,295.06,48,61,Self,Online,USA,2019-11-22,A small gift for your Mother's Day.
GFT100320,Eid,Traditional Clothes,Clothing,245.59,56,58,Acquaintance,In-store,UAE,2024-12-05,Congrats on your Eid!
GFT100321,Birthday,Watch,Accessories,106.39,26,30,Acquaintance,Online,UAE,2025-05-12,Congrats on your Birthday!
GFT100322,Birthday,Book,Books,5.19,63,82,Colleague,Online,UAE,2022-05-12,Wishing you a wonderful Birthday.
GFT100323,Birthday,Perfume,Personal Care,34.13,59,44,Relative,In-store,India,2025-12-03,Happy Birthday! Hope you like it.
GFT100324,Baby Shower,Feeding Bottle,Baby,79.06,47,44,Relative,Online,India,2022-01-29,With love on your Baby Shower.
GFT100325,Eid,Gift Hamper,Food & Beverage,156.85,38,55,Acquaintance,Online,UK,2020-09-02,With love on your Eid.
GFT100326,Birthday,Sunglasses,Accessories,170.24,50,65,Partner,In-store,Canada,2024-04-14,With love on your Birthday.
GFT100327,Father's Day,Tie,Clothing,272.47,25,23,Acquaintance,Online,USA,2022-05-18,Congrats on your Father's Day!
GFT100328,Graduation,Backpack,Bags,86.53,23,10,Acquaintance,In-store,UK,2020-10-16,Wishing you a wonderful Graduation.
GFT100329,Wedding,Toaster,Home Appliances,786.69,64,94,Acquaintance,Online,Canada,2025-09-19,Congrats on your Wedding!
GFT100330,Eid,Perfume,Personal Care,81.5,61,42,Relative,Online,India,2019-12-29,Congrats on your Eid!
GFT100331,Baby Shower,Diaper Pack,Baby,30.18,53,23,Acquaintance,Handmade,UAE,2019-03-12,A small gift for your Baby Shower.
GFT100332,Housewarming,Doormat,Home Decor,77.38,16,1,Colleague,Online,India,2021-03-20,Wishing you a wonderful Housewarming.
GFT100333,Eid,Gift Hamper,Food & Beverage,99.79,57,70,Partner,In-store,India,2019-03-02,With love on your Eid.
GFT100334,Eid,Perfume,Personal Care,82.07,39,31,Partner,Online,USA,2022-08-23,A small gift for your Eid.
GFT100335,Mother's Day,Perfume,Personal Care,65.26,50,50,Family,Handmade,India,2021-12-01,With love on your Mother's Day.
GFT100336,Father's Day,Wallet,Accessories,124.29,25,1,Family,Online,India,2018-11-12,Happy Father's Day! Hope you like it.
GFT100337,Wedding,Cash Gift,Cash,283.42,44,49,Relative,In-store,UAE,2023-08-18,With love on your Wedding.
GFT100338,Baby Shower,Baby Blanket,Baby,160.76,42,24,Partner,Online,India,2024-10-06,With love on your Baby Shower.
GFT100339,Birthday,Gift Card,Gift Cards,70.51,40,42,Family,Online,India,2021-12-28,Wishing you a wonderful Birthday.
GFT100340,Baby Shower,Baby Clothes,Baby,66.6,25,27,Self,Handmade,UK,2023-11-14,With love on your Baby Shower.
GFT100341,Christmas,Christmas Ornament,Home Decor,453.49,46,22,Colleague,Online,UAE,2019-10-24,Happy Christmas! Hope you like it.
GFT100342,Anniversary,Dinner Voucher,Experience,51.72,35,28,Friend,In-store,USA,2020-12-12,Happy Anniversary! Hope you like it.
GFT100343,Graduation,Certificate Frame,Food,4.02,40,59,Colleague,Online,India,2021-07-23,With love on your Graduation.
GFT100344,Diwali,Clothes,Home Decor,133.96,32,18,Relative,Online,India,2021-01-26,Congrats on your Diwali!
GFT100345,Birthday,Backpack,Bags,91.69,65,92,Self,Online,Canada,2024-06-27,A small gift for your Birthday.
GFT100346,Birthday,Book,Books,60.1,25,33,Colleague,Online,India,2020-02-22,A small gift for your Birthday.
GFT100347,Diwali,Gift Hamper,Food & Beverage,89.32,33,57,Relative,In-store,USA,2021-03-06,A small gift for your Diwali.
GFT100348,Eid,Sweets Box,Food,58.86,22,14,Acquaintance,Handmade,USA,2025-03-26,Congrats on your Eid!
GFT100349,Birthday,Book,Books,64.36,30,35,Colleague,Online,UK,2018-07-31,A small gift for your Birthday.
GFT100350,Christmas,Hot Cocoa Set,Food & Beverage,58.29,52,31,Friend,In-store,USA,2018-11-19,A small gift for your Christmas.
GFT100351,Valentine's Day,Love Letter,Tools,54.94,44,73,Self,Online,India,2020-12-09,Wishing you a wonderful Valentine's Day.
GFT100352,Birthday,Backpack,Bags,73.19,36,28,Colleague,Handmade,USA,2018-01-21,Wishing you a wonderful Birthday.
GFT100353,Christmas,Gift Basket,Food & Beverage,101.87,46,43,Self,Handmade,UAE,2020-10-21,Wishing you a wonderful Christmas.
GFT100354,Birthday,Gift Card,Gift Cards,74.23,47,33,Self,Online,UK,2025-03-27,A small gift for your Birthday.
GFT100355,Valentine's Day,Roses,Flowers,149.49,21,26,Partner,In-store,UAE,2025-07-12,Happy Valentine's Day! Hope you like it.
GFT100356,Wedding,Vase,Home Decor,100.51,23,46,Colleague,Online,USA,2023-12-01,Happy Wedding! Hope you like it.
GFT100357,Valentine's Day,Roses,Flowers,24.51,67,37,Family,Online,India,2025-09-17,Congrats on your Valentine's Day!
GFT100358,Birthday,Perfume,Personal Care,88.17,35,60,Family,In-store,Germany,2022-08-20,Congrats on your Birthday!
GFT100359,Graduation,Books,Stationery,35.54,44,66,Colleague,Online,India,2020-05-04,A small gift for your Graduation.
GFT100360,Housewarming,Serving Tray,Home Appliances,282.79,44,70,Friend,In-store,India,2023-03-03,Wishing you a wonderful Housewarming.
GFT100361,Anniversary,Wine,Food & Beverage,53.94,48,45,Friend,In-store,UK,2019-03-31,Wishing you a wonderful Anniversary.
GFT100362,Birthday,Watch,Accessories,72.85,59,68,Colleague,In-store,Germany,2025-09-18,Wishing you a wonderful Birthday.
GFT100363,Birthday,Perfume,Personal Care,136.02,33,56,Family,Online,India,2019-08-24,Happy Birthday! Hope you like it.
GFT100364,Birthday,Book,Books,27.71,29,41,Family,Online,India,2024-06-23,Congrats on your Birthday!
GFT100365,Valentine's Day,Love Letter,Books,42.45,36,59,Self,Online,Australia,2024-05-10,With love on your Valentine's Day.
GFT100366,Anniversary,Flowers,Flowers,140.81,23,15,Partner,In-store,USA,2024-04-15,Wishing you a wonderful Anniversary.
GFT100367,Diwali,Gift Hamper,Food & Beverage,145.14,58,77,Family,Online,USA,2020-03-28,With love on your Diwali.
GFT100368,Anniversary,Dinner Voucher,Experience,134.61,23,32,Partner,In-store,USA,2022-03-09,Wishing you a wonderful Anniversary.
GFT100369,Graduation,Books,Toys,12.9,47,64,Relative,Online,India,2019-08-14,A small gift for your Graduation.
GFT100370,Housewarming,Wall Art,Home Decor,125.04,22,11,Colleague,Online,India,2020-08-20,A small gift for your Housewarming.
GFT100371,Anniversary,Photo Frame,Home Decor,109.43,44,40,Acquaintance,Online,India,2023-02-16,Happy Anniversary! Hope you like it.
GFT100372,Wedding,Toaster,Home Appliances,773.63,37,48,Relative,Online,USA,2019-07-28,With love on your Wedding.
GFT100373,Mother's Day,Perfume,Personal Care,100.04,57,33,Colleague,Handmade,USA,2020-08-06,Wishing you a wonderful Mother's Day.
GFT100374,Birthday,Teddy Bear,Toys,27.0,43,56,Partner,Online,Canada,2022-11-13,A small gift for your Birthday.
GFT100375,Mother's Day,Spa Voucher,Experience,321.68,54,81,Self,In-store,Australia,2022-12-03,Congrats on your Mother's Day!
GFT100376,Graduation,Laptop,Electronics,532.1,47,36,Colleague,In-store,USA,2019-03-31,A small gift for your Graduation.
GFT100377,Christmas,Gift Basket,Food & Beverage,225.21,41,49,Relative,In-store,India,2024-03-08,Congrats on your Christmas!
GFT100378,Eid,Perfume,Personal Care,12.85,59,37,Colleague,In-store,USA,2019-04-19,Congrats on your Eid!
GFT100379,Birthday,Book,Books,14.77,56,82,Family,Handmade,India,2022-06-18,Congrats on your Birthday!
GFT100380,Graduation,Certificate Frame,Gift Cards,185.72,54,55,Partner,Online,UAE,2023-11-04,Wishing you a wonderful Graduation.
GFT100381,Anniversary,Photo Frame,Home Decor,316.5,43,15,Family,Online,India,2022-11-01,A small gift for your Anniversary.
GFT100382,Birthday,Gift Card,Gift Cards,199.56,61,90,Relative,Online,UAE,2023-12-31,Congrats on your Birthday!
GFT100383,Christmas,Hot Cocoa Set,Food & Beverage,77.34,64,72,Friend,Online,USA,2021-08-07,With love on your Christmas.
GFT100384,Father's Day,Tie,Clothing,118.63,70,79,Relative,Online,India,2018-06-07,Wishing you a wonderful Father's Day.
GFT100385,Baby Shower,Baby Blanket,Baby,121.99,58,54,Friend,In-store,Germany,2019-08-10,Happy Baby Shower! Hope you like it.
GFT100386,Anniversary,Perfume,Personal Care,50.48,68,75,Friend,In-store,India,2025-04-13,Happy Anniversary! Hope you like it.
GFT100387,Diwali,Lamps (Diyas),Home Decor,23.49,62,39,Relative,Online,Canada,2022-08-07,With love on your Diwali.
GFT100388,Birthday,Headphones,Electronics,1000.86,24,30,Colleague,In-store,Canada,2020-01-07,Congrats on your Birthday!
GFT100389,Birthday,Perfume,Personal Care,104.4,36,43,Self,In-store,UAE,2018-07-05,Happy Birthday! Hope you like it.
GFT100390,Housewarming,Doormat,Home Decor,301.09,32,62,Acquaintance,Online,India,2021-10-29,Happy Housewarming! Hope you like it.
GFT100391,Wedding,Home Decor,Home Decor,277.8,25,13,Partner,Handmade,Canada,2020-08-06,With love on your Wedding.
GFT100392,Birthday,Cake,Food,98.83,69,46,Colleague,In-store,USA,2018-12-22,Wishing you a wonderful Birthday.
GFT100393,Diwali,Sweets,Food,11.47,55,27,Relative,In-store,India,2024-07-29,Congrats on your Diwali!
GFT100394,Father's Day,Wallet,Accessories,61.56,30,40,Partner,Online,UK,2020-01-08,With love on your Father's Day.
GFT100395,Father's Day,Watch,Accessories,139.33,64,90,Colleague,In-store,Germany,2024-09-27,Congrats on your Father's Day!
GFT100396,Baby Shower,Baby Clothes,Baby,100.01,49,32,Acquaintance,In-store,UAE,2024-11-17,A small gift for your Baby Shower.
GFT100397,Valentine's Day,Couple Ring,Accessories,14.68,28,33,Relative,Online,India,2018-03-24,A small gift for your Valentine's Day.
GFT100398,Birthday,Sunglasses,Accessories,82.91,68,72,Self,Handmade,India,2024-08-06,Congrats on your Birthday!
GFT100399,Birthday,Gift Card,Gift Cards,54.08,38,56,Self,In-store,USA,2024-06-24,Happy Birthday! Hope you like it.
GFT100400,Valentine's Day,Chocolates,Food,27.98,34,51,Partner,In-store,India,2025-09-23,A small gift for your Valentine's Day.
GFT100401,Graduation,Laptop,Electronics,312.92,43,68,Friend,Online,USA,2019-12-01,A small gift for your Graduation.
GFT100402,Christmas,Hot Cocoa Set,Food & Beverage,74.96,36,65,Relative,In-store,Germany,2019-07-09,Wishing you a wonderful Christmas.
GFT100403,Christmas,Toy,Toys,30.63,70,67,Self,In-store,India,2022-07-10,With love on your Christmas.
GFT100404,Wedding,Vase,Home Decor,127.61,29,12,Friend,Handmade,UK,2019-08-11,Wishing you a wonderful Wedding.
GFT100405,Christmas,Sweater,Clothing,143.03,55,78,Partner,In-store,Australia,2024-04-14,Congrats on your Christmas!
GFT100406,Christmas,Gift Basket,Food & Beverage,190.33,52,41,Partner,Online,India,2020-11-05,A small gift for your Christmas.
GFT100407,Eid,Perfume,Personal Care,86.33,54,81,Relative,Online,Canada,2019-06-24,Happy Eid! Hope you like it.
GFT100408,Christmas,Sweater,Clothing,9.6,57,69,Friend,Online,Australia,2023-08-17,Wishing you a wonderful Christmas.
GFT100409,Housewarming,Indoor Plant,Home Decor,5.64,52,62,Friend,In-store,Australia,2020-06-09,With love on your Housewarming.
GFT100410,Christmas,Hot Cocoa Set,Food & Beverage,171.25,37,44,Partner,Online,UK,2023-01-16,Wishing you a wonderful Christmas.
GFT100411,Birthday,Sunglasses,Accessories,106.5,23,22,Self,Online,USA,2025-05-20,A small gift for your Birthday.
GFT100412,Eid,Perfume,Personal Care,46.03,61,54,Self,Online,UK,2021-05-14,Happy Eid! Hope you like it.
GFT100413,Diwali,Lamps (Diyas),Home Decor,45.01,20,9,Acquaintance,In-store,Australia,2023-02-22,Congrats on your Diwali!
GFT100414,Birthday,Watch,Accessories,55.71,60,45,Acquaintance,Handmade,India,2021-07-27,Wishing you a wonderful Birthday.
GFT100415,Valentine's Day,Heart Necklace,Accessories,150.92,27,1,Family,Online,India,2022-04-23,Wishing you a wonderful Valentine's Day.
GFT100416,Christmas,Gift Basket,Food & Beverage,78.22,46,57,Relative,Online,Canada,2021-05-25,Congrats on your Christmas!
GFT100417,Anniversary,Couple Watch Set,Accessories,180.84,61,86,Colleague,Online,USA,2018-06-13,Happy Anniversary! Hope you like it.
GFT100418,Father's Day,Tie,Clothing,125.34,23,39,Family,In-store,USA,2021-01-30,With love on your Father's Day.
GFT100419,Diwali,Home Decor,Home Decor,15.43,62,48,Relative,In-store,Germany,2022-11-11,Happy Diwali! Hope you like it.
GFT100420,Mother's Day,Chocolates,Food,61.72,65,61,Relative,Online,India,2024-09-19,With love on your Mother's Day.
GFT100421,Birthday,Cake,Food,55.03,39,25,Colleague,Online,Germany,2018-11-18,Congrats on your Birthday!
GFT100422,Wedding,Cutlery Set,Home Appliances,135.85,53,83,Acquaintance,Online,India,2020-05-15,Happy Wedding! Hope you like it.
GFT100423,Wedding,Kitchen Set,Home Appliances,872.78,33,55,Colleague,Online,Germany,2022-06-27,With love on your Wedding.
GFT100424,Birthday,Book,Books,57.45,20,50,Partner,Online,UK,2025-05-03,Congrats on your Birthday!
GFT100425,Wedding,Kitchen Set,Home Appliances,101.81,68,59,Acquaintance,Handmade,India,2023-03-09,Happy Wedding! Hope you like it.
GFT100426,Birthday,Watch,Accessories,196.13,38,33,Relative,Handmade,UK,2022-12-08,Congrats on your Birthday!
GFT100427,Mother's Day,Flowers,Flowers,97.0,36,56,Colleague,In-store,USA,2024-08-31,Happy Mother's Day! Hope you like it.
GFT100428,Housewarming,Cookware,Home Appliances,378.74,34,13,Self,Online,India,2023-09-15,A small gift for your Housewarming.
GFT100429,Christmas,Board Game,Toys,50.43,22,33,Family,Online,USA,2025-02-28,Happy Christmas! Hope you like it.
GFT100430,Father's Day,Gadget,Electronics,425.07,29,43,Relative,Online,India,2024-10-31,With love on your Father's Day.
GFT100431,Wedding,Toaster,Home Appliances,584.11,28,36,Colleague,Online,India,2022-10-27,Happy Wedding! Hope you like it.
GFT100432,Baby Shower,Baby Blanket,Baby,68.49,22,40,Family,Online,India,2023-09-19,Congrats on your Baby Shower!
GFT100433,Christmas,Christmas Ornament,Home Decor,65.78,27,46,Colleague,In-store,Germany,2024-11-04,Wishing you a wonderful Christmas.
GFT100434,Anniversary,Photo Frame,Home Decor,148.94,37,48,Acquaintance,Online,USA,2021-01-28,Happy Anniversary! Hope you like it.
GFT100435,Mother's Day,Spa Voucher,Experience,193.28,64,76,Colleague,In-store,UAE,2023-06-18,Wishing you a wonderful Mother's Day.
GFT100436,Anniversary,Photo Frame,Home Decor,56.13,63,75,Partner,Online,Australia,2025-09-25,Happy Anniversary! Hope you like it.
GFT100437,Birthday,Perfume,Personal Care,130.02,66,39,Acquaintance,Online,UAE,2023-09-30,With love on your Birthday.
GFT100438,Birthday,Sunglasses,Accessories,165.13,58,55,Acquaintance,Online,USA,2019-09-16,With love on your Birthday.
GFT100439,Birthday,Book,Books,37.8,37,64,Relative,In-store,India,2019-08-31,Wishing you a wonderful Birthday.
GFT100440,Anniversary,Flowers,Flowers,169.95,39,10,Colleague,In-store,Germany,2020-05-04,Congrats on your Anniversary!
GFT100441,Birthday,Backpack,Bags,279.12,47,24,Colleague,Online,India,2022-09-17,Congrats on your Birthday!
GFT100442,Diwali,Sweets,Food,92.07,23,37,Colleague,In-store,India,2020-05-09,With love on your Diwali.
GFT100443,Valentine's Day,Plush Toy,Toys,85.18,17,34,Acquaintance,Online,USA,2024-01-19,Congrats on your Valentine's Day!
